Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Food_Group_LabelEncoded
-0.24366928650047373,0.6797089925905614,1.5140438319412208,0.4765820079744502,-0.795183717851959,-0.7241010722492522,-0.39551381517690654,-0.40817695756541483,-0.48163190592341526,-0.09253915517460631,-0.4039267549696121,-0.7317736556154213,1.4162550393238191,-0.7178578618100779,1.4673089651389457,1.251959557786725,0.7160653108066766,-1.0833467106409251,0.024082155572329886,-0.8384653696060139,-0.5530195534673555,0.01146544648327019,-0.4512001262572155,0.8530652011055894,1.7480119794390439,-0.6137728900223441,-1.0651076704722975,-0.6975551022364954,-0.5927302605037229,-0.05008078254708272,-0.815020909754795,-0.5082846698761571,-0.16944799398112684,1.3059089445559016,0.04507573897491416
-0.21003674384746132,0.7433094516553596,-0.07620290442080749,1.3581209822624505,1.3363157431856514,-0.5486168812575766,-0.013464651602722649,-0.6555385146367726,1.088238201037459,-1.0019097632744656,-0.7841015462359708,-0.9278669059792728,-0.9817605407137658,0.019940496161390996,0.9712794383217599,-1.4106265198278298,-0.7883223879192259,0.35720291611945376,-0.4665785031150061,-0.5153068417370293,-0.5530195534673555,-0.35742283167412014,2.7832736882351417,0.8530652011055894,-0.6187058635768921,-0.03715851107570016,-0.617545026654411,0.3880734010019896,0.5344281113634182,-0.6524632068457714,-0.3432281922661691,1.1027644673362083,-0.3203766357072149,-0.6466318982204898,0.41208851987816525
-0.3557777620105151,1.018911440936151,0.01734102124754711,0.5316781938674503,0.27056601266684627,-0.5402604912103539,-0.2044892333898146,0.05281503515847912,-0.21998688809660286,0.05565457355277811,0.03813695580522367,-0.48872850023487285,0.8407313001147986,-0.30679877665454525,0.010222230113462462,0.6674894431884082,-0.9774454129019108,-0.2210988208377437,-0.4665785031150061,-0.7422053825812099,-0.5530195534673555,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,-0.6564635086431362,-0.4966480942988071,-0.5024903624338746,-0.6748194267760036,-0.45985386707223064,-0.6950846047914334,-0.7029434542427911,-0.5082846698761571,-0.16944799398112684,-0.5796917344527311,-0.959696956284806
-0.3781994571125234,0.4677074623745683,-0.3568346814258714,0.5316781938674503,1.958003085988288,-0.40655825045479155,-0.49102610607045244,-0.7792192931724514,1.3498832188642713,-1.0019097632744656,-0.6293792474647782,-0.9251050292135847,-0.9817605407137658,1.168797939288393,-0.42380360585157506,-1.4106265198278298,-0.2639358186490543,-0.5680798630120621,-0.7119088324586741,-0.6046911154029188,-0.5530195534673555,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,0.27031505207376405,0.8638014560284311,-0.617545026654411,-0.23715767416153574,0.07623365125482434,-0.09838503355216632,-0.6885334956769621,-1.461762730675312,-0.018519352255038764,0.08839173219175658,1.278479346928463
-0.8266333591526889,-0.33789835244620636,0.15765690975007907,-0.40495696631355,-0.8289324593183879,-0.6154680016353578,0.655121384652099,-0.7904630003120586,-0.48163190592341526,-0.7055223058196967,-0.18289489958219426,-0.827058404031659,0.049386158702395586,-0.812717650692124,0.5682554477827966,-0.696274157540998,-0.3499008300048201,-1.0370825716843495,-0.7119088324586741,-0.2609054474571905,-0.5530195534673555,0.9336861418767461,-0.5444207689456415,0.8530652011055894,0.7319880758382941,-0.3885328982463114,-0.9868704988023329,-0.7941817229435857,-0.5560747036950354,0.15923763847494585,-0.8134198032474806,0.24792206799903474,-0.47130527743330297,0.35714101553761446,-1.6696561062288
-0.28851267670449027,0.6373086865473628,-0.26329075575751676,1.0826400527974505,1.0698783105559502,-0.43998381064368214,0.7506336755456451,-0.6555385146367726,1.2190607099508652,-1.0019097632744656,-0.7796809091282225,-0.9292478443621168,-0.9817605407137658,-0.7494777914374267,1.4363071197128716,-1.4106265198278298,-0.8914804015461449,0.18371239503229464,-0.4665785031150061,-0.35716543448199445,-0.5530195534673555,-0.35742283167412014,2.218300096184075,-0.1487358708656383,-0.6873561273336996,-0.9200992788377487,-0.7325996908749475,0.3994412387322357,0.5344281113634182,-0.6837188986725902,-0.3837895571181324,0.017772191254411138,-0.47130527743330297,-0.6924813254586806,-0.8273316910410106
-0.9275309871117261,-0.4650992705758024,-0.21651879292333942,-0.34986078042054997,-0.7063712403087251,-0.7073882921548068,-0.49102610607045244,-0.8129504145912729,-0.48163190592341526,-0.6920501486626617,-0.4039267549696121,-0.8091062050546867,-0.2623558667024904,-0.9391973692015186,1.4363071197128716,-0.27415685255332456,-0.43586584136058587,-0.9150609051863807,-0.7168154390455475,-0.5703125486083459,-0.5530195534673555,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,-0.25142695247797237,-0.15428330679923732,-0.9627090193160203,-0.9021761813809219,-0.5514927590939495,-0.4630347715317184,-0.8902729155985691,0.6753432676676215,-0.6222339191593912,-0.4899128247419488,-0.11135593813138958
-1.0396394626217675,-0.8467020249645903,-0.8245543097676444,-0.9559188252435501,-0.8839961953951927,-0.5319041011631312,-0.49102610607045244,-0.8579252431497016,-0.08916437918319668,-1.0019097632744656,-0.8459904657444478,-0.9320097211278049,-0.9817605407137658,-0.9391973692015186,-1.4778663503380949,-1.4106265198278298,-1.0032349163086405,-1.0885514262735398,-0.9572391618023421,-0.8522167963238431,-0.5530195534673555,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,-0.8109266020959529,-0.9381184781798313,-1.0777636835365567,-1.0556419907392418,-0.8401552689623637,-1.1667614087234255,-1.0199625426910308,-1.461762730675312,-1.0750198443376555,-0.9561155320782776,-1.0980788244942286
-0.6136272556836102,-0.062296363165415015,-0.02943094158663024,0.2561972644024502,-0.4399338076790239,-0.6238243916825804,-0.49102610607045244,-0.6105636860783439,-0.48163190592341526,-0.6448975986130394,-0.18289489958219426,-0.6986311344271647,-0.9817605407137658,0.11480028504343709,-1.3228571232077244,-1.280744272139315,-0.9172699049528747,-0.7415703840992214,-0.4665785031150061,-0.2815325875339342,-0.5530195534673555,1.9481289068095695,-0.6065678640712588,-0.6830297759169598,-0.5843807316984884,-0.23536970383860906,-0.7325996908749475,-0.8169173984040776,-0.4094524764602853,-0.8352616469238326,-0.620753320200655,-0.6397988851587991,-0.16944799398112684,-0.6982125038634543,0.4602213436031818
1.1576866573750433,1.1885126651089455,0.06411298408172436,0.5316781938674503,3.556627681766496,1.2981453191786287,-0.49102610607045244,-0.2507650576109144,2.527285799084927,-0.5236481841997248,0.03813695580522367,-0.3105874488479937,-0.9817605407137658,0.11480028504343709,-1.4778663503380949,1.1545478720203388,-0.994638415173064,0.29937274242373396,-0.22124817377133818,-0.16464546043238656,-0.5530195534673555,-0.35742283167412014,-0.6065678640712588,1.5209325824197413,-0.1999392546603668,-0.03715851107570016,0.41794695133041665,-0.14621497231956843,0.07623365125482434,-0.4497747810597347,-0.23595405627610813,-1.461762730675312,-0.16944799398112684,0.12994277562636708,-0.8935143236629083
2.2787714124754572,2.672523376620899,3.384922345308313,2.4049485142294507,0.35937849021007995,1.816241502106433,-0.49102610607045244,0.2552017636714083,-0.48163190592341526,0.35541007029680577,2.027423654291985,0.841115162443923,-0.5980780479077522,-0.34895868282434345,0.8472720566174634,-0.24168629063119604,2.4353655379219936,0.35720291611945376,2.4773854490090095,1.2104972113505261,1.0599960624310014,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,3.1107197150116717,3.5666813573408245,2.488930907300072,3.6392749918523215,1.9090114916892003,0.4149660261489174,2.0440216101395148,1.5630642208254555,3.0000534822667237,3.159343384767741,-0.40616948344711584
1.9985002237003537,2.3969213873401074,1.3269559806045115,2.51514088601545,2.49087795124769,1.5906189708314213,1.037170548226283,0.05281503515847912,1.8731732545178963,-0.22389268745569707,0.03813695580522367,-0.4707763012579006,-0.9817605407137658,1.168797939288393,-1.4778663503380949,1.6416063008522697,0.7160653108066766,1.3403158689466896,0.024082155572329886,-0.16464546043238656,-0.5530195534673555,-0.35742283167412014,1.0883529120819415,1.7212927968139866,-0.5054329283781599,-0.4786288949567245,1.6835482577563168,0.007250837038751426,0.07623365125482434,-0.2982320328084922,-0.1174721747348469,-0.245256239310873,1.4907670650058422,0.054004661763113596,-1.4891580172599879
1.1801083524770517,0.5949083805041642,1.093096166433625,0.4765820079744502,-0.26230885259255643,1.665826481256425,-0.49102610607045244,0.19898322797337242,-0.48163190592341526,0.23416065588349136,1.1432962327423128,0.6615931726741998,-0.789919294310759,0.11480028504343709,1.6223181922693164,1.3493712435531113,1.5757154243643348,-0.2210988208377437,1.7413944609780059,0.5229258754590699,1.3081523110307485,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,2.4276495906314373,1.764761423132562,1.4534389293152443,3.787056882345519,1.4508170315806064,0.4945259689808198,2.206267069547368,-1.0343415310067254,1.4907670650058422,2.4052922420516456,-0.24973780634081214
1.5724880167621966,0.42530715633136956,0.5318326124234974,0.4765820079744502,0.004128580037144938,3.0613436191426073,-0.49102610607045244,-0.6218073932179511,-0.48163190592341526,-0.02517836938943156,0.48020066658005933,-0.1352082742268025,-0.622058203708128,1.168797939288393,1.0642849745999823,0.0830193285900912,1.5757154243643348,-0.10543847344630423,-0.22124817377133818,-0.5015554150192002,1.5563085596304957,-0.35742283167412014,1.3708397081074748,-0.6830297759169598,0.28404510482512546,-0.2804177021938157,0.41794695133041665,0.33123421235076006,0.07623365125482434,1.0855426871606653,-0.3512337248027408,1.0041288058742266,-0.3203766357072149,0.7291231498994614,0.3639556961531487
1.1688975049260475,0.3617066972665716,0.765692426594384,0.3663896361884501,-0.35112133013579017,2.250773784562011,-0.49102610607045244,-0.2957398861693431,-0.48163190592341526,-0.9278128989107733,0.2591688111926415,-0.14487484290671074,-0.9817605407137658,2.2227955935333483,0.5992572932088707,1.6091357389301408,1.5757154243643348,0.06805204764085504,1.4960641316343377,0.5229258754590699,0.6877616895313804,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,0.15704211687503178,0.8638014560284311,1.5684935935357802,1.4111787967241223,0.9926225714720124,-0.704556026557136,0.7231087416051827,-0.6726774389794596,0.1324092894710495,0.5253940855557627,-1.2845935164286677
0.4626141092127869,0.27690608518017423,0.1108849469159017,0.31129345029545,0.09294105758037878,0.19510183294523908,-0.49102610607045244,0.5025633207427659,-0.48163190592341526,0.45308320968530935,2.027423654291985,1.8878664566396934,-0.5501177363070006,-0.2330189408573983,0.32024068437420367,1.8039591104629134,1.5757154243643348,1.3981460426424093,0.26941248491599784,0.5229258754590699,-0.5530195534673555,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,-0.23426438653877052,-0.6227824896933855,1.4534389293152443,0.03567043136436622,-0.6339677619134964,0.6744829825291702,-0.23862256712163205,-1.3631270692133304,1.4907670650058422,-0.07245378973822153,1.4228778181035124
-0.9163201395607219,-0.5923001887053984,-0.6374664584309352,-0.6804378957785501,0.004128580037144938,-0.45669659073812746,0.8461459664391909,-0.9478749002665591,-0.35080939701000907,-0.8873964274396685,-0.8393595100828253,-0.833963095945879,-0.9098200733126381,-0.16977908160270105,-1.4778663503380949,-1.3456853959835722,-0.5476203561230816,-0.9150609051863807,-0.7462550785667876,-0.8315896562470994,-0.18078518056773474,-0.35742283167412014,-0.32408106804572545,1.2537856298940806,-0.7010861800850611,-0.7218880860748399,-0.617545026654411,-0.9533314511670286,-0.5927302605037229,-0.9905929638813562,-0.9062839806717126,0.2808006218196953,-0.9240912026115674,-0.8375231229374948,1.2303465232034463
0.45140326166178274,1.146112359065747,0.2044288725842564,1.4132171681554502,1.869190608445054,-0.3062815698881198,-0.49102610607045244,0.18773952083376527,-0.21998688809660286,1.7666185324962171,0.2591688111926415,-0.49010943861771694,0.5050091189095368,-0.528138284045986,0.6922628294870931,-0.7936858433073841,-0.8656908981394151,-0.39458934192490297,-0.22124817377133818,-0.16464546043238656,-0.3048633048676083,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,2.6593442308106625,2.665721390236693,0.1878376228893439,0.37670556327174376,0.5344281113634182,0.9813570477379361,-0.1553650287412863,-0.5082846698761571,2.094481631910195,2.2661822142217725,-0.7069996317284692
-0.1427716585414365,-0.5923001887053984,-0.5439225327625806,-0.40495696631355,-0.5287462852222576,0.788405526298047,0.941658257332737,-0.7117570503348084,1.2190607099508652,-0.4125028876541864,-0.4039267549696121,-0.7856302525463382,0.24122740510540236,1.168797939288393,1.4983108105650198,0.5376071954998932,0.7160653108066766,-0.39458934192490297,-0.4665785031150061,-0.40529542799439633,-0.5530195534673555,-0.35742283167412014,-0.32408106804572545,2.055226487471063,-0.4556614871544745,-0.5777344913381788,0.30289228710988014,-0.5554571306084214,0.07623365125482434,-0.8314730782175515,-0.8256949531368907,0.7082218214882822,-0.47130527743330297,-0.3656178930884159,-0.44226910124087826
-0.3781994571125234,-0.31669819942460703,-0.49715056992840334,-0.46005315220655,0.6258159228397813,0.17838905285079387,-0.49102610607045244,-0.7904630003120586,-0.48163190592341526,-0.26094111963754324,-0.4039267549696121,-0.655822044559,1.272374104521564,-0.7600177679798762,-1.1988497415034278,1.479253491241626,-0.14358480275098198,-0.7415703840992214,-0.4665785031150061,-0.6803239623509788,-0.3048633048676083,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,0.21367858447439797,-0.33447530022006344,-0.38743569821333823,-0.7316586154272332,-0.7347705431373871,-0.6666703394943254,-0.7258926475142967,0.9383716982329054,-0.7731625608854793,0.0736052919074401,-1.236460692703651
0.7316744504368862,0.25570593215857496,0.34474476108678825,-0.0743798509555499,0.5370034452965476,0.8803258168174963,0.7506336755456451,0.3788825422070871,1.088238201037459,-0.045386605124984034,0.48020066658005933,-0.1407320277581787,-0.646038359508504,1.168797939288393,-0.5788128329819456,1.6416063008522697,-0.14358480275098198,1.860787432208167,-0.9572391618023421,-0.16464546043238656,-0.3048633048676083,1.2103523504947888,-0.04159427202019206,1.8214729040111095,1.241716284232589,-0.8300032821273357,0.763110943992026,0.2800789425646535,0.07623365125482434,1.0978555354560786,0.11522197099483739,1.595942774646116,-0.018519352255038764,1.2712066593149958,1.2724627439628358
-0.8266333591526889,-0.5711000356837991,-0.6374664584309352,-0.6804378957785501,0.18175353512361245,-0.3647763002186783,1.5147320026940128,-0.880412657428916,-0.21998688809660286,-0.8368758381007874,-0.7509467679278582,-0.8008205747576225,-0.2383757109021145,-0.9181174161166196,-1.4778663503380949,0.4401955097335072,-0.8742873992749918,-0.6837402104035017,-0.7119088324586741,-0.6871996757098934,-0.0567070562678611,-0.35742283167412014,-0.04159427202019206,2.589520392522384,-0.6701935613944976,-0.0551777104177828,-0.617545026654411,-0.9021761813809219,-0.38196080885376965,-0.9328172911105699,-0.8657226158197492,-0.14662057784889138,-0.9889905185537852,-0.783134239876191,1.2243299202378193
1.0007347916609854,0.1497051670505783,-0.40360664426004866,-0.29476459452755,1.513940698272119,2.2257046144203425,-0.49102610607045244,-0.6330511003575582,1.611528236691084,-1.0019097632744656,0.7012325219674771,0.0028855640575999653,-0.9817605407137658,-0.8337976037770232,-1.4778663503380949,-1.4106265198278298,-0.3499008300048201,-0.7415703840992214,-0.22124817377133818,-0.6734482489920643,-0.5530195534673555,-0.35742283167412014,1.6533265041330083,1.5209325824197413,-0.6530309954552957,-0.03715851107570016,-0.7325996908749475,-0.1405310534544454,2.367205951797794,-0.5785861170732908,-0.5044062473358129,-1.461762730675312,0.28333793119713757,-0.23255425847557895,-1.597456870641275
1.0343673343139979,1.3157135832385414,1.6075877576095756,1.1928324245834503,0.27056601266684627,0.7633363561563791,-0.49102610607045244,0.04157132801887199,-0.48163190592341526,0.10954320218091797,0.48020066658005933,0.566308424257962,-0.9817605407137658,0.019940496161390996,0.7542665203392409,1.739017986618656,1.5757154243643348,0.010221873945135237,1.4960641316343377,0.5229258754590699,2.797089802629232,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,1.6862267420579171,0.8638014560284311,0.8781656082125622,1.1610863666587121,0.5344281113634182,-0.14384785802753902,0.661199289989028,-1.4288841768546514,1.9435529901841067,1.6701969719093395,1.2544129350659545
-0.40062115221453165,-0.31669819942460703,-0.450378607094226,-0.46005315220655,0.5370034452965476,0.18674544289801648,-0.49102610607045244,-0.8241941217308801,-0.48163190592341526,-0.2845173946623544,-0.4039267549696121,-0.6530601677933118,-0.4302169573051213,-0.7705577445223257,1.4053052742867975,0.018078204745833704,-0.14358480275098198,-0.7415703840992214,-0.4665785031150061,-0.4809282749424565,0.43960544093163334,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,0.5329023109435524,-0.6588208883775507,-0.27238103399280184,-0.7089229399667414,-0.432362199465715,-0.6231017993720932,-0.7403026060801258,-1.1329771924687069,-0.7731625608854793,0.3467389267329499,-1.3387429431193112
0.2832405483967207,0.0013040958993829428,0.4850606495893201,-0.18457222274155002,-0.5287462852222576,1.030740837667504,-0.49102610607045244,-0.6105636860783439,1.3498832188642713,-0.405766809075669,-0.4039267549696121,-0.5729657415883584,-0.2383757109021145,0.11480028504343709,-0.7958257509644645,-0.27415685255332456,-0.8141118913259557,-0.5680798630120621,-0.22124817377133818,-0.5909396886850896,-0.18078518056773474,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,-0.5174467245356011,-0.8840608801535834,-0.38743569821333823,-0.6350319947201428,-0.38196080885376965,-0.8532573482786677,-0.7461733299402785,-0.6726774389794596,-0.16944799398112684,-0.3252130853347603,-1.6215232825037833
0.6756202126818655,1.4005141953249387,1.4672718691070437,1.3581209822624505,0.4481909677533138,0.604564945259149,-0.49102610607045244,-0.3856895432862005,-0.48163190592341526,-0.3417740625797529,0.03813695580522367,0.3743579890426425,-0.5980780479077522,0.030480472703840564,-1.3538589686337983,0.11548989051221994,1.5757154243643348,-0.5102496893163424,1.4960641316343377,-0.16464546043238656,1.6803866839303694,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,2.8172398374513192,-0.03715851107570016,-0.15732636977226536,1.0189883950306382,0.07623365125482434,-0.0671293417253476,0.7140358047304012,1.6945784361080976,1.9435529901841067,2.513439578549728,1.368728391412869
1.8303375104352917,1.6337158785625314,0.9995522407652706,1.6886980976204502,1.513940698272119,1.6156881409730897,1.228195130013375,0.4913196136031588,3.7046883793055834,0.19037614512312764,0.2591688111926415,-0.03716164904487683,0.5529694305102885,0.11480028504343709,-1.4778663503380949,0.4401955097335072,-0.14358480275098198,0.5885236109023327,1.0054034729470018,1.2104972113505261,-0.5530195534673555,-0.35742283167412014,0.5233793200308747,-0.1487358708656383,0.21539484106831805,-0.3975424979173527,0.30289228710988014,1.5816963626778109,0.07623365125482434,0.7047915321794186,0.6403849053939417,1.5301856670047949,1.9435529901841067,0.668487282376954,0.6286862266407397
0.6531985175798573,0.9341108288497536,0.9995522407652706,0.9724476810114502,0.18175353512361245,0.7716927462036018,-0.49102610607045244,-0.49812661468227215,-0.48163190592341526,0.9549210637848613,-0.18289489958219426,-0.45972879419514834,1.1284931697193088,2.2227955935333483,1.0952868200260564,1.3169006816309827,0.7160653108066766,0.06805204764085504,-0.22124817377133818,-0.8247139428881848,-0.5480564284953606,-0.35742283167412014,-0.6065678640712588,-0.6830297759169598,-0.18449294531508514,-0.289427301864857,-0.042271705551728975,-0.5952445626642822,-0.38196080885376965,-0.4762947620037021,-0.5481698252024048,0.6753432676676215,-0.6222339191593912,-0.03349610453177117,-0.2617710122720663
0.7765178406409027,0.17090532007217757,0.2979727982526109,-0.12947603684854994,0.27056601266684627,1.8078851120592103,-0.49102610607045244,-0.5318577361010937,-0.48163190592341526,-0.5775368128278646,0.03813695580522367,-0.6475364142619358,1.1524733255196846,2.2227955935333483,1.5603145014171682,-1.4106265198278298,1.5757154243643348,0.41503308981517356,-0.7119088324586741,-0.8178382295292702,0.43960544093163334,-0.35742283167412014,-0.32408106804572545,-0.6830297759169598,0.9516689198600778,-0.0551777104177828,0.763110943992026,-0.3053647005430113,0.07623365125482434,-0.3607434164621298,-0.650106939501418,1.5630642208254555,-0.47130527743330297,1.057089834112645,-0.38811967455023466
